entity_type,id,parent_id,building_code,building_name,floor,room_no,name,category,features,note
facility,facility:중앙도서관:4a0f8bdf1911e7f5,floor:building:중앙도서관:2층,,중앙도서관,2층,,개인학습실 인증,이용서비스,예약시간 내 좌석발급기에서 인증 후 이용,
facility,facility:중앙도서관:94ebc1e915ec213d,floor:building:중앙도서관:2층,,중앙도서관,2층,,개인학습실 비밀번호 확인,이용서비스,모바일 앱 내자리 또는 좌석발급기 좌석용지에서 비밀번호 확인 후 입실,
facility,facility:중앙도서관:e8e13c55911bd64d,floor:building:중앙도서관:2층,,중앙도서관,2층,,그룹학습실 201,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:c7f841a4484cccd1,floor:building:중앙도서관:2층,,중앙도서관,2층,,그룹학습실 202,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:282b6dffaa7fe7d2,floor:building:중앙도서관:2층,,중앙도서관,2층,,그룹학습실 203,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:0f7121b209cbb3bd,floor:building:중앙도서관:2층,,중앙도서관,2층,,그룹학습실 204,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:7e1dab8b2c2530d5,floor:building:중앙도서관:2층,,중앙도서관,2층,,그룹학습실 205,그룹학습공간,대학원생 전용 그룹 학습공간,대학원생 전용 / 학부생 이용 불가
facility,facility:중앙도서관:8b94f3a35ecd0bb1,floor:building:중앙도서관:2층,,중앙도서관,2층,,그룹학습실 206,그룹학습공간,대학원생 전용 그룹 학습공간,대학원생 전용 / 학부생 이용 불가
facility,facility:중앙도서관:1e574ab9cf0da600,floor:building:중앙도서관:2층,,중앙도서관,2층,,장애인 열람석,배려시설,장애인 이용자를 위한 열람석,
facility,facility:중앙도서관:a4acb5c268e059be,floor:building:중앙도서관:2층,,중앙도서관,2층,,정수기,편의시설,음용수 이용 가능,
facility,facility:중앙도서관:85ef6d19d5cc0e20,floor:building:중앙도서관:2층,,중앙도서관,2층,,생리대 자판기,편의시설,생리대 구매 가능,
facility,facility:중앙도서관:38c7aa90ef854816,floor:building:중앙도서관:2층,,중앙도서관,2층,,화장실,편의시설,화장실 이용 가능,
facility,facility:중앙도서관:41a39f5786b74f7c,floor:building:중앙도서관:2층,,중앙도서관,2층,,복사,출력·복사시설,복사 가능,
facility,facility:중앙도서관:d6f96326b2f737be,floor:building:중앙도서관:2층,,중앙도서관,2층,,책소독기,도서서비스,도서 소독 가능,
facility,facility:중앙도서관:1eb2f987839212c8,floor:building:중앙도서관:3층,,중앙도서관,3층,,인문사회자료실,자료실,인문사회 분야 자료 이용,
facility,facility:중앙도서관:a7dba89e1c754725,floor:building:중앙도서관:3층,,중앙도서관,3층,,노트북 테이블,학습공간,노트북 사용에 적합한 좌석,
facility,facility:중앙도서관:09664e2e455210d3,floor:building:중앙도서관:3층,,중앙도서관,3층,,자유석,학습공간,자유롭게 이용 가능한 좌석,
facility,facility:중앙도서관:4bc420f614e3ad58,floor:building:중앙도서관:3층,,중앙도서관,3층,,학습테이블,학습공간,일반 학습용 테이블,
facility,facility:중앙도서관:e60f38da933e4f86,floor:building:중앙도서관:3층,,중앙도서관,3층,,인기도서,도서공간,인기 도서 비치,
facility,facility:중앙도서관:8716d7dbace699b2,floor:building:중앙도서관:3층,,중앙도서관,3층,,그룹학습실 301,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:3ae6e0be286468df,floor:building:중앙도서관:3층,,중앙도서관,3층,,그룹학습실 302,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:063eff20cee68f51,floor:building:중앙도서관:3층,,중앙도서관,3층,,그룹학습실 303,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:352687f34d3ad6d6,floor:building:중앙도서관:3층,,중앙도서관,3층,,그룹학습실 304,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:5fc11f552a4dfa30,floor:building:중앙도서관:3층,,중앙도서관,3층,,책틈 서비스,도서서비스,자료 대출 및 도서 이용 서비스,
facility,facility:중앙도서관:2686c73b6a5a7b79,floor:building:중앙도서관:3층,,중앙도서관,3층,,학부생 대출,도서서비스,최대 20권 대출,14일
facility,facility:중앙도서관:88bc0b3abdccb7db,floor:building:중앙도서관:3층,,중앙도서관,3층,,대학원생 대출,도서서비스,최대 20권 대출,30일
facility,facility:중앙도서관:e25b2dd8f005e56e,floor:building:중앙도서관:3층,,중앙도서관,3층,,교원 대출,도서서비스,최대 40권 대출,90일
facility,facility:중앙도서관:ac120852e7d529a0,floor:building:중앙도서관:3층,,중앙도서관,3층,,직원 대출,도서서비스,최대 20권 대출,60일
facility,facility:중앙도서관:feaea5c9e159624e,floor:building:중앙도서관:3층,,중앙도서관,3층,,특별졸업생회원 대출,도서서비스,최대 7권 대출,14일
facility,facility:중앙도서관:5158fa0fa675259c,floor:building:중앙도서관:3층,,중앙도서관,3층,,특별주민회원 대출,도서서비스,최대 5권 대출,14일
facility,facility:중앙도서관:f8501f2120da3772,floor:building:중앙도서관:3층,,중앙도서관,3층,,책틈 학기중 이용,이용시간,평일 09:00~18:00,토요일 09:00~13:00
facility,facility:중앙도서관:4a43bd8851f9fc92,floor:building:중앙도서관:3층,,중앙도서관,3층,,책틈 방학중 이용,이용시간,09:00~18:00,
facility,facility:중앙도서관:116b724309e01901,floor:building:중앙도서관:3층,,중앙도서관,3층,,보존서고 자료 신청,도서서비스,보존서고 자료 이용 신청 가능,
facility,facility:중앙도서관:88bc539f5d087cc8,floor:building:중앙도서관:3층,,중앙도서관,3층,,무인 야간대출,도서서비스,야간 무인 대출 가능,
facility,facility:중앙도서관:03966e362fc4f4a7,floor:building:중앙도서관:3층,,중앙도서관,3층,,장애인 책배달,배려서비스,장애인 이용자를 위한 도서 배달,
facility,facility:중앙도서관:5efd5f819ce176b1,floor:building:중앙도서관:3층,,중앙도서관,3층,,복사코너,출력·복사시설,복사 관련 서비스 이용 가능,
facility,facility:중앙도서관:b7c155e2c021b114,floor:building:중앙도서관:4층,,중앙도서관,4층,,자유열람실,학습공간,자유 학습 가능,
facility,facility:중앙도서관:915df63a0dff8895,floor:building:중앙도서관:4층,,중앙도서관,4층,,노트북열람실,학습공간,노트북 사용 가능,
facility,facility:중앙도서관:87e8a6d9d7394f2a,floor:building:중앙도서관:4층,,중앙도서관,4층,,제1열람실,학습공간,독서실형 책상,콘센트 없음
facility,facility:중앙도서관:2c9f71fcb70e1aa2,floor:building:중앙도서관:4층,,중앙도서관,4층,,제2열람실,학습공간,열람실형 학습 좌석,콘센트 있음
facility,facility:중앙도서관:20c7d2defbed61c3,floor:building:중앙도서관:4층,,중앙도서관,4층,,제3열람실,학습공간,독서실형 책상,콘센트 없음
facility,facility:중앙도서관:0dc039bc502baa42,floor:building:중앙도서관:4층,,중앙도서관,4층,,제4열람실,학습공간,독서실형 책상,콘센트 없음
facility,facility:중앙도서관:cc6917d29919031f,floor:building:중앙도서관:4층,,중앙도서관,4층,,제5열람실,학습공간,열람실형 학습 좌석,개인 전등 있음
facility,facility:중앙도서관:37a3e05741780258,floor:building:중앙도서관:4층,,중앙도서관,4층,,제6열람실,학습공간,독서실형 책상,콘센트 없음
facility,facility:중앙도서관:3322c11972c340b6,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 401,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:47bbf4527756e20c,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 402,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:c89d73863da31c6f,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 403,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:7d1b8f6ac154c084,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 404,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:243cc5b7d7d9cbd3,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 405,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:f448e0fcaedd596d,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 406,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:b5497d6d44540a2d,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 407,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:0ac0d8fd713b2905,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 408,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:3f732bac6c42ce02,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 409,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:5e3827d222c7fc34,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 410,그룹학습공간,대학원생 전용 그룹 학습공간,대학원생 전용 / 학부생 이용 불가
facility,facility:중앙도서관:ad3600066dcaf890,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 411,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:f9c76bf3d920faea,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 412,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:defbe9689c2dd6cb,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 413,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:969ba10fd078a182,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 414,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:b9a7974fa1f760b1,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 415,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:f4e6dfc435969ff2,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 416,그룹학습공간,그룹 학습 가능,
facility,facility:중앙도서관:05e2f81613ce6ab2,floor:building:중앙도서관:4층,,중앙도서관,4층,,대학원 스터디룸,그룹학습공간,대학원생용 스터디 공간,
facility,facility:중앙도서관:ac8d5b72206f9a5b,floor:building:중앙도서관:4층,,중앙도서관,4층,,도서관 자치위원회 운영,학생지원서비스,평일 16:00~18:00 운영,
facility,facility:중앙도서관:7f9eef8e6f09f734,floor:building:중앙도서관:4층,,중앙도서관,4층,,휴게실,휴게공간,휴식 가능,"휴게실 내 음식료(커피, 과자 등) 반입 금지"
facility,facility:중앙도서관:e89081c9ba043f85,floor:building:중앙도서관:4층,,중앙도서관,4층,,통화부스,편의시설,통화 가능 공간,
facility,facility:중앙도서관:ba426eb187ab94c5,floor:building:중앙도서관:4층,,중앙도서관,4층,,정수기,편의시설,음용수 이용 가능,
facility,facility:중앙도서관:7c4fda8e8aa5bf51,floor:building:중앙도서관:4층,,중앙도서관,4층,,생리대 자판기,편의시설,생리대 구매 가능,
facility,facility:중앙도서관:e2f573c1ede74a34,floor:building:중앙도서관:4층,,중앙도서관,4층,,책소독기,도서서비스,도서 소독 가능,
facility,facility:중앙도서관:917b1d5cfc4b42df,floor:building:중앙도서관:4층,,중앙도서관,4층,,무인증명발급서비스,행정서비스,증명서 무인 발급 가능,
facility,facility:중앙도서관:0044865e1c0c89ec,floor:building:중앙도서관:4층,,중앙도서관,4층,,복사실,출력·복사시설,복사·출력·스캔·스프링제본·분권·책제본·논문제작 접수,운영시간 14:00~17:00
facility,facility:중앙도서관:98c473e366f789bc,floor:building:중앙도서관:4층,,중앙도서관,4층,,공드림 앱 결제,결제서비스,휴대폰에 공드림 앱 설치 후 카드 등록하여 결제,신용카드 직접 사용 불가
facility,facility:중앙도서관:fc8eeb867d359bc1,floor:building:중앙도서관:4층,,중앙도서관,4층,,흑백 A4 인쇄,출력서비스,A4 흑백 인쇄,60원
facility,facility:중앙도서관:b3ae0f192471fe6c,floor:building:중앙도서관:4층,,중앙도서관,4층,,흑백 B5 인쇄,출력서비스,B5 흑백 인쇄,60원
facility,facility:중앙도서관:657a37e6fc56381a,floor:building:중앙도서관:4층,,중앙도서관,4층,,흑백 A3 인쇄,출력서비스,A3 흑백 인쇄,150원
facility,facility:중앙도서관:79235d99d99cdbac,floor:building:중앙도서관:4층,,중앙도서관,4층,,흑백 B4 인쇄,출력서비스,B4 흑백 인쇄,100원
facility,facility:중앙도서관:9f8c15464099e8d9,floor:building:중앙도서관:4층,,중앙도서관,4층,,컬러 A4 인쇄,출력서비스,A4 컬러 인쇄,200원+
facility,facility:중앙도서관:2f9aa4c421c342d2,floor:building:중앙도서관:4층,,중앙도서관,4층,,컬러 B5 인쇄,출력서비스,B5 컬러 인쇄,200원+
facility,facility:중앙도서관:47e7f92f31f99aeb,floor:building:중앙도서관:4층,,중앙도서관,4층,,컬러 A3 인쇄,출력서비스,A3 컬러 인쇄,"1,000원+"
facility,facility:중앙도서관:caf6103260e0b78e,floor:building:중앙도서관:4층,,중앙도서관,4층,,컬러 B4 인쇄,출력서비스,B4 컬러 인쇄,"1,000원+"
facility,facility:중앙도서관:a8afae7a2ee05f9c,floor:building:중앙도서관:4층,,중앙도서관,4층,,비절단 책복사,복사서비스,비절단 스캔 후 인쇄,페이지당 공임 200원 + 인쇄비
facility,facility:중앙도서관:d8908375400fe666,floor:building:중앙도서관:4층,,중앙도서관,4층,,절단 책복사,복사서비스,절단 후 스캔·인쇄,페이지당 공임 100원 + 인쇄비
facility,facility:중앙도서관:2704c2ebf178503d,floor:building:중앙도서관:4층,,중앙도서관,4층,,스프링 제본,제본서비스,A4/B5 스프링 제본,"3,000원 또는 4,000원 / 신학기 할인 가능"
facility,facility:중앙도서관:bcc5a8d3bb1e75c8,floor:building:중앙도서관:4층,,중앙도서관,4층,,A4 코팅,코팅서비스,A4 코팅,"1,000원"
facility,facility:중앙도서관:e3cfd82333b37ce0,floor:building:중앙도서관:4층,,중앙도서관,4층,,A3 코팅,코팅서비스,A3 코팅,"2,000원"
facility,facility:중앙도서관:0b8d2ded2a6e4c5d,floor:building:중앙도서관:4층,,중앙도서관,4층,,A4 종이 판매,판매서비스,A4 종이 4장 구매,100원
facility,facility:중앙도서관:2a5e9e030c8b2b20,floor:building:중앙도서관:4층,,중앙도서관,4층,,대봉투 판매,판매서비스,대봉투 구매,150원
facility,facility:중앙도서관:2eb9e006c541eb07,floor:building:중앙도서관:4층,,중앙도서관,4층,,L자 파일 판매,판매서비스,L자 파일 구매,200원
facility,facility:중앙도서관:0ac5a5ee3bc592a7,floor:building:중앙도서관:4층,,중앙도서관,4층,,둥근 쫄대 파일 판매,판매서비스,둥근 쫄대 파일 구매,300원
facility,facility:중앙도서관:d598c27e06d9b15b,floor:building:중앙도서관:4층,,중앙도서관,4층,,개인정보문서 출력 안내,출력서비스,일부 개인정보 포함 문서는 일반 신용카드 단말기로 출력 불가,토익성적표·일부 수험표·증명서 등
facility,facility:중앙도서관:056328d36289de2a,floor:building:중앙도서관:4층,,중앙도서관,4층,,복사카드 출력,출력서비스,개인정보 문서 출력 시 이용 가능,중앙도서관 4층 복사카드 또는 학생타운 복사실
facility,facility:중앙도서관:96d860c6074788cf,floor:building:중앙도서관:4층,,중앙도서관,4층,,스프링·제본 신청,제본서비스,카카오톡에 신청서 남긴 후 접수 가능,문의 010-7324-9660
facility,facility:중앙도서관:78021491b7114b4c,floor:building:중앙도서관:4층,,중앙도서관,4층,,복사실 작업 접수,출력·제본서비스,오전 접수분 및 스프링 분권 신청 작업은 학생타운복사실에서 작업 후 중앙도서관으로 전달,
facility,facility:중앙도서관:ae79b31fca3aff15,floor:building:중앙도서관:지하,,중앙도서관,지하,,연속간행물실,자료실,연속간행물 자료 이용,
facility,facility:중앙도서관:3a59d4e0217a5255,floor:building:중앙도서관:지하,,중앙도서관,지하,,외국인 유학생 자료실,자료실,외국인 유학생 대상 자료 이용,
facility,facility:중앙도서관:cc4fa7de403f58dd,floor:building:중앙도서관:지하,,중앙도서관,지하,,학술정보 교육실,교육공간,학술정보 관련 교육,
facility,facility:중앙도서관:618f8388a7179cd6,floor:building:중앙도서관:지하,,중앙도서관,지하,,큰사랑 세미나실,세미나공간,세미나 및 모임 가능,
facility,facility:중앙도서관:37a7f13064d657f8,floor:building:중앙도서관:지하,,중앙도서관,지하,,보존서고,자료보관시설,보존 자료 보관,
facility,facility:중앙도서관:d38db0f7d26df38b,floor:building:중앙도서관:지하,,중앙도서관,지하,,소파,휴게공간,휴식 가능,
facility,facility:중앙도서관:c1919c89e3896e4d,floor:building:중앙도서관:지하,,중앙도서관,지하,,웨이브존,휴게·문화공간,휴식 및 문화 콘텐츠 이용,
facility,facility:중앙도서관:5193229ce61ab423,floor:building:중앙도서관:지하,,중앙도서관,지하,,생리대 자판기,편의시설,생리대 구매 가능,
facility,facility:중앙도서관:a35666a241e47916,floor:building:중앙도서관:지하,,중앙도서관,지하,,정수기,편의시설,음용수 이용 가능,
facility,facility:중앙도서관:ecef34a0d0e6f0a8,floor:building:중앙도서관:지하,,중앙도서관,지하,,사물함,편의시설,개인 물품 보관 가능,중앙도서관 사이트에서 신청
facility,facility:중앙도서관:cc923a68429cc87a,floor:building:중앙도서관:공통,,중앙도서관,공통,,음료 반입,이용안내,뚜껑이 있는 음료 반입 가능,테이크아웃 커피 가능
facility,facility:중앙도서관:b7b69e8d686000e2,floor:building:중앙도서관:공통,,중앙도서관,공통,,음식물 반입,이용안내,음료 외 음식물 반입 금지,
facility,facility:중앙도서관:14567c1e867acb35,floor:building:중앙도서관:2~3층,,중앙도서관,2~3층,,그룹학습실 이용시간,이용안내,평일 09:00~20:00 / 토요일 09:00~13:00,자료실 이용시간과 동일
facility,facility:중앙도서관:b48a1db8fc5e39ff,floor:building:중앙도서관:4층,,중앙도서관,4층,,그룹학습실 이용시간,이용안내,07:00~24:00,
facility,facility:중앙도서관:0a491ef3172a545f,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,그룹학습실 예약,예약서비스,도서관 홈페이지 또는 모바일 앱에서 이용 호실과 시간 예약,예약시간 30분 전까지 예약 가능
facility,facility:중앙도서관:b6a22bd23e366e14,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,그룹학습실 이용인원,이용안내,최소 이용인원을 충족해야 예약 가능,호실별 최소인원 상이
facility,facility:중앙도서관:1e5e7fcf2e96cbeb,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,4인실,그룹학습공간,최소 2명부터 예약 가능,
facility,facility:중앙도서관:a771365726f868fd,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,6인실,그룹학습공간,최소 2명부터 예약 가능,
facility,facility:중앙도서관:8a49261dc11cc827,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,3인실,그룹학습공간,최소 3명부터 예약 가능,
facility,facility:중앙도서관:a44ca73a47677b32,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,10인실,그룹학습공간,최소 4명부터 예약 가능,
facility,facility:중앙도서관:6b1e7b87e186dea7,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,그룹학습실 키오스크 인증,이용서비스,예약 후 도서관 좌석발급기에서 예약 인증 필요,예약시간 10분 전~20분 후 인증 가능
facility,facility:중앙도서관:335b2f540b2c5269,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,그룹학습실 예약내역 확인,이용서비스,좌석발급기에서 예약자 중 1명이 인증 후 예약 내역 확인,
facility,facility:중앙도서관:f8177f7994a0128b,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,그룹학습실 노쇼 제재,이용안내,예약시간 내 미인증 시 예약부도 처리,예약자 전원 15일 이용 중지
facility,facility:중앙도서관:3294b3de875a184a,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,그룹학습실 비밀번호,이용서비스,모바일 앱 '내자리' 또는 좌석발급기 좌석용지에서 확인,비밀번호 입력 후 입실
facility,facility:중앙도서관:d24228e21d915ae1,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,그룹학습실 비밀번호 입력,이용안내,비밀번호는 숫자만 입력,
facility,facility:중앙도서관:3e1937cb676dc1c8,floor:building:중앙도서관:2~4층,,중앙도서관,2~4층,,그룹학습실 도어락,이용안내,비밀번호 3회 실패 또는 지정시간 이전 입력 시 자동 잠금,10분 후 재시도
facility,facility:중앙도서관:2f797ec6dff810c8,floor:building:중앙도서관:4층,,중앙도서관,4층,,복사실 운영시간,이용시간,14:00~17:00,
facility,facility:중앙도서관:baebcc3b6886bd81,floor:building:중앙도서관:4층,,중앙도서관,4층,,스캔,출력·복사서비스,문서 스캔 가능,
facility,facility:중앙도서관:881f42c87b629fa1,floor:building:중앙도서관:4층,,중앙도서관,4층,,분권,제본서비스,책 분권 작업 접수 가능,
facility,facility:중앙도서관:9b32fb242ea0290f,floor:building:중앙도서관:4층,,중앙도서관,4층,,책제본,제본서비스,책 제본 작업 접수 가능,
facility,facility:중앙도서관:72a9b31e1c25fb48,floor:building:중앙도서관:4층,,중앙도서관,4층,,논문제작,논문·제본서비스,논문 제작 접수 가능,
facility,facility:중앙도서관:2bee8db8f27425aa,floor:building:중앙도서관:4층,,중앙도서관,4층,,논문 양식 안내,논문지원서비스,전북대학교 대학원 학사운영규정에 따른 논문 양식 확인 지원,
facility,facility:중앙도서관:6705dd9065fc7919,floor:building:중앙도서관:4층,,중앙도서관,4층,,한글작성법 안내,논문지원서비스,논문 작성 관련 한글 작성법 확인 지원,문의 가능
facility,facility:중앙도서관:00144c5bbd205610,floor:building:중앙도서관:4층,,중앙도서관,4층,,논문 심사용 가제본,논문·제본서비스,논문 심사용 가제본 제작 가능,
facility,facility:중앙도서관:a00f8f91a4be8a12,floor:building:중앙도서관:4층,,중앙도서관,4층,,발표자료 제본,제본서비스,발표자료 제본 가능,
facility,facility:중앙도서관:224f4c992c9f58dd,floor:building:중앙도서관:4층,,중앙도서관,4층,,논문 표지 제작,논문·제본서비스,논문 표지 제작 가능,
facility,facility:중앙도서관:f11bfe54f80d8a30,floor:building:중앙도서관:4층,,중앙도서관,4층,,인준서 출력,논문지원서비스,논문 인준서 출력 가능,책자 제작 후 찍는 경우 제외
facility,facility:중앙도서관:f100ce59c7b64c18,floor:building:중앙도서관:4층,,중앙도서관,4층,,dCollection 서류 출력,논문지원서비스,저작권동의서·제출확인서 인쇄 가능,
facility,facility:중앙도서관:6c3a3025e19db4a8,floor:building:중앙도서관:4층,,중앙도서관,4층,,제출용 책자 제작,논문·제본서비스,학위논문 제출용 책자 제작 가능,
facility,facility:중앙도서관:27ec778583c699dc,floor:building:중앙도서관:4층,,중앙도서관,4층,,논문제작 문의,안내서비스,논문제작 및 제본 관련 문의 가능,010-6224-3080
facility,facility:중앙도서관:aa58e62a7cb3a140,floor:building:중앙도서관:4층,,중앙도서관,4층,,도서관 자치위원회실,학생지원시설,도서관 이용 관련 학생 지원,평일 16:00~18:00 운영
facility,facility:중앙도서관:c6ca2f2ea4297cfc,floor:building:중앙도서관:4층,,중앙도서관,4층,,우산 대여,대여서비스,비 오는 날 우산 대여 가능,도서관 자치위원회
facility,facility:중앙도서관:f3c81561ac4cfc53,floor:building:중앙도서관:4층,,중앙도서관,4층,,담요 대여,대여서비스,열람실이 추울 때 담요 대여 가능,도서관 자치위원회
facility,facility:중앙도서관:edd193d870db96e1,floor:building:중앙도서관:4층,,중앙도서관,4층,,충전기 대여,대여서비스,배터리가 부족할 때 충전기 대여 가능,도서관 자치위원회 / 3-in 케이블
facility,facility:중앙도서관:b8062f99cb9b5fae,floor:building:중앙도서관:4층,,중앙도서관,4층,,상비약 제공,편의·안전서비스,몸이 아플 때 상비약 제공,도서관 자치위원회 / 소화제·탁센·타이레놀
facility,facility:중앙도서관:d8b83764a393150d,floor:building:중앙도서관:4층,,중앙도서관,4층,,열람실 이용불편 신고,학생지원서비스,열람실 내 이용 불편 사항 신고 가능,도서관 자치위원회 카카오톡 채널
facility,facility:중앙도서관:984fa3e90d16cce9,floor:building:중앙도서관:4층,,중앙도서관,4층,,분실물 문의,학생지원서비스,분실물 관련 문의 가능,도서관 자치위원회 카카오톡 채널
facility,facility:중앙도서관:7dc0ce4a867d27f8,floor:building:중앙도서관:4층,,중앙도서관,4층,,시설고장 문의,학생지원서비스,시설 고장 신고 및 문의 가능,도서관 자치위원회 카카오톡 채널
facility,facility:중앙도서관:8d0f90140633859f,floor:building:중앙도서관:4층,,중앙도서관,4층,,소음 신고,학생지원서비스,소음 관련 신고 및 문의 가능,도서관 자치위원회 카카오톡 채널
facility,facility:중앙도서관:1c34a75e50e11dd6,floor:building:중앙도서관:4층,,중앙도서관,4층,,도서관 자치위원회 SNS,안내서비스,도서관 이용 관련 꿀정보 확인 가능,인스타그램 채널
facility,facility:중앙도서관:bca3f4fa627e59e0,floor:building:중앙도서관:4층,,중앙도서관,4층,,개인정보문서 출력 제한,출력서비스,토익성적표·일부 수험표·증명서 등 개인정보문서는 신용카드 단말기 프린트 미지원,중앙도서관 4층 복사카드 또는 학생타운 복사실에서 출력 가능
facility,facility:중앙도서관:8f83b1c94f605e98,floor:building:중앙도서관:4층,,중앙도서관,4층,,스프링 제본 3000원,제본서비스,A4/B5 스프링 제본,"3,000원 / 신학기 2주간 새책 할인가 적용 가능"
facility,facility:중앙도서관:a4c5fb5bba933212,floor:building:중앙도서관:4층,,중앙도서관,4층,,스프링 제본 4000원,제본서비스,A4/B5 스프링 제본,"4,000원 / 신학기 2주간 새책 할인가 적용 가능"
facility,facility:중앙도서관:24c2e396fd51f829,floor:building:중앙도서관:지하,,중앙도서관,지하,,세미나실,세미나공간,세미나 및 모임 가능,
facility,facility:중앙도서관:9f789b6bf8933547,floor:building:중앙도서관:2층,,중앙도서관,2층,,스마트·PC 테이블 이용시간,이용시간,평일 09:00~20:00 / 토요일 09:00~13:00,자료실 이용시간과 동일
facility,facility:중앙도서관:117a27ebc46765c8,floor:building:중앙도서관:2층,,중앙도서관,2층,,스마트·PC 테이블 모바일 발권,이용서비스,모바일 앱에서 스마트테이블 1·2 또는 PC테이블의 원하는 좌석 선택 후 발권,
facility,facility:중앙도서관:404ad55dc658ab9f,floor:building:중앙도서관:2층,,중앙도서관,2층,,스마트·PC 테이블 키오스크 발권,이용서비스,좌석발급기(키오스크)에서 스마트테이블 1·2 또는 PC테이블의 원하는 좌석 선택 후 발권,
facility,facility:중앙도서관:d33f1c4e483654c2,floor:building:중앙도서관:2층,,중앙도서관,2층,,스마트·PC 테이블 비밀번호 확인,이용서비스,모바일 앱 내자리 또는 좌석발급기 좌석용지에서 비밀번호 확인,
facility,facility:중앙도서관:f0e4880cff6d0154,floor:building:중앙도서관:2층,,중앙도서관,2층,,스마트·PC 테이블 자동 반납,이용안내,이용 중 도서관을 나간 뒤 90분 경과 시 자동 반납 처리,
facility,facility:중앙도서관:322f356349d42bba,floor:building:중앙도서관:2층,,중앙도서관,2층,,개인학습실 이용시간,이용시간,평일 09:00~20:00 / 토요일 09:00~13:00,자료실 이용시간과 동일
facility,facility:중앙도서관:16b5c8afbb3aea0f,floor:building:중앙도서관:2층,,중앙도서관,2층,,개인학습실 이용대상,이용안내,대학원생·시간강사·강의전담 교수 이용 가능,
facility,facility:중앙도서관:af7351f73d83a51e,floor:building:중앙도서관:2층,,중앙도서관,2층,,개인학습실 키오스크 인증,이용서비스,예약시간 내 좌석발급기(키오스크)에서 인증 후 예약 확인,
facility,facility:BLD-101:565266a476ec8082,floor:building:BLD-101:1층,BLD-101,학생타운,1층,,이세종열사 추모공간,추모·전시공간,"5.18민주화운동 최초 희생자 이세종열사 추모관. 연보, 의복, 부검확인서 등 전시",
facility,facility:BLD-101:d6157e7738ff8b01,floor:building:BLD-101:1층,BLD-101,학생타운,1층,,새마을금고,금융시설,"동전은 입금으로만 가능(교환불가, 금요일 오후 2~4시). 운영: 평일 09:00~16:00, 문의: 063-270-2149",113호 / ATM 2대
